"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report"
"8100WVSTST1TWER","VESTAS TOWERS AMERICA (VESTAS TOWERS AMERICA INC)","100 TOWERS ROAD, PUEBLO,CO 81004","Xylene (mixed isomers)","332312: Fabricated Structural Metal Manufacturing","28,485.19","28,643.80",".56%","Source Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources - Dedicated day shift and night shift paint pump technicians to ensure pumps are operating effectively and not leaking. Also on site to ensure if there is a leak, it is stopped immediately.",""
"2880WDVSTL4MEAD","DAVE STEEL CO INC (DAVE STEEL CO INC)","40 MEADOW RD, ASHEVILLE,NC 28803","Lead","332312: Fabricated Structural Metal Manufacturing","32.04","32.73","2.15%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W19: Other changes in operating practices",""
"2880WDVSTL4MEAD","DAVE STEEL CO INC (DAVE STEEL CO INC)","40 MEADOW RD, ASHEVILLE,NC 28803","Manganese","332312: Fabricated Structural Metal Manufacturing","12,816.70","13,095.00","2.17%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W19: Other changes in operating practices",""
"2880WDVSTL4MEAD","DAVE STEEL CO INC (DAVE STEEL CO INC)","40 MEADOW RD, ASHEVILLE,NC 28803","Chromium","332312: Fabricated Structural Metal Manufacturing","10,012.51","10,230.30","2.18%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W19: Other changes in operating practices",""
"2880WDVSTL4MEAD","DAVE STEEL CO INC (DAVE STEEL CO INC)","40 MEADOW RD, ASHEVILLE,NC 28803","Nickel","332312: Fabricated Structural Metal Manufacturing","2,403.00","2,455.55","2.19%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W19: Other changes in operating practices",""
"8100WVSTST1TWER","VESTAS TOWERS AMERICA (VESTAS TOWERS AMERICA INC)","100 TOWERS ROAD, PUEBLO,CO 81004","Ethylbenzene","332312: Fabricated Structural Metal Manufacturing","5,835.51","6,037.80","3.47%","Source Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources[-5-14%] - Dedicated day shift and night shift paint pump technicians to ensure pumps are operating effectively and not leaking. Also on site to ensure if there is a leak, it is stopped immediately.",""
"3811WPRVDN134CH","PROVIDENTIAL FABRICATORS (QUALICO STEEL CO INC)","1340 CHANNEL AVE, MEMPHIS,TN 38113","Manganese","332312: Fabricated Structural Metal Manufacturing","40.00","42.00","5%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3811WPRVDN134CH","PROVIDENTIAL FABRICATORS (QUALICO STEEL CO INC)","1340 CHANNEL AVE, MEMPHIS,TN 38113","Nickel","332312: Fabricated Structural Metal Manufacturing","21.00","22.20","5.71%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"14825VLCRF5362R","VULCRAFT OF NEW YORK INC (NUCOR CORP)","621 MAIN STREET, CHEMUNG,NY 14825","Lead","332312: Fabricated Structural Metal Manufacturing","1.41","1.50","6.81%","Source Reduction: W29: Other changes in inventory control[-0-4%] - We continue to work on keeping our inventories as low as possible without affecting our production.",""
"14825VLCRF5362R","VULCRAFT OF NEW YORK INC (NUCOR CORP)","621 MAIN STREET, CHEMUNG,NY 14825","Nickel","332312: Fabricated Structural Metal Manufacturing","5.99","6.52","8.82%","Source Reduction: W29: Other changes in inventory control[-0-4%] - We continue to keep our inventory levels as low as possible without affecting our production.",""
"3630WCVNNT4528W","COVENANT STEEL WAREHOUSE (QUALICO STEEL CO INC)","4528 WESTGATE PKWY, DOTHAN,AL 36303","Manganese","332312: Fabricated Structural Metal Manufacturing","250.00","291.00","16.4%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3630WCVNNT4528W","COVENANT STEEL WAREHOUSE (QUALICO STEEL CO INC)","4528 WESTGATE PKWY, DOTHAN,AL 36303","Nickel","332312: Fabricated Structural Metal Manufacturing","133.00","155.00","16.54%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3637WQLCST7797H","QUALICO STEEL CO INC (QUALICO STEEL CO INC)","7797 HWY 52 E, WEBB,AL 36376","Manganese","332312: Fabricated Structural Metal Manufacturing","452.00","540.00","19.47%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"3637WQLCST7797H","QUALICO STEEL CO INC (QUALICO STEEL CO INC)","7797 HWY 52 E, WEBB,AL 36376","Nickel","332312: Fabricated Structural Metal Manufacturing","240.00","287.00","19.58%","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"14825VLCRF5362R","VULCRAFT OF NEW YORK INC (NUCOR CORP)","621 MAIN STREET, CHEMUNG,NY 14825","Manganese","332312: Fabricated Structural Metal Manufacturing","218.63","269.00","23.04%","Source Reduction: W29: Other changes in inventory control[-0-4%] - We continue to keep our inventories as low as possible without affecting our prodcution.",""
"33619TMPST5127B","TAMPA STEEL ERECTING CO (NA)","5127 BLOOMINGDALE AVE, TAMPA,FL 33619","Nickel","332312: Fabricated Structural Metal Manufacturing",".09",".12","33.33%","Barriers to P2: No viable substitute exists for bridge fabricationOther Environmental Practices: Recycling - Scrap metal is sent offsite to be recycled.",""
"17605HGHSTPOBOX","HIGH STEEL STRUCTURES - LANCASTER FACILITY (HIGH INDUSTRIES INC)","GREENFIELD RD. & ROUTE 340, LANCASTER,PA 17601","Toluene","332312: Fabricated Structural Metal Manufacturing","7,841.00","10,574.00","34.86%","Source Reduction: W73: Substituted coating materials used",""
"14825VLCRF5362R","VULCRAFT OF NEW YORK INC (NUCOR CORP)","621 MAIN STREET, CHEMUNG,NY 14825","Certain glycol ethers","332312: Fabricated Structural Metal Manufacturing","8,533.00","20,878.00","144.67%","Source Reduction: W82: Modified design or composition of product - We continue to work with our vendors and suppliers to reduce reportable chemicals in their formulations. We continue to reuse process waters and rinse waters to reduce off-site disposal.",""
"76065QLCST28MIL","QUALICO STEEL CO INC TEXAS DIV (QUALICO STEEL CO INC)","2800 MILLER RD, MIDLOTHIAN,TX 76065","Manganese","332312: Fabricated Structural Metal Manufacturing","29.73","229.00","670.27%","Other Environmental Practices: Recycling - Scrap metal from fabrication and baghouse dust are recycled to the highest extent practical.",""
"7608WMRFBX6364W","AMERI-FAB (NA)","6364 W INTERSTATE 20, WEATHERFORD,TX 76088","Manganese","332312: Fabricated Structural Metal Manufacturing","70.00","3,518.28","4926.11%","Source Reduction: W49: Other raw material modifications",""
"76065QLCST28MIL","QUALICO STEEL CO INC TEXAS DIV (QUALICO STEEL CO INC)","2800 MILLER RD, MIDLOTHIAN,TX 76065","Nickel","332312: Fabricated Structural Metal Manufacturing","0","122.00","∞","Other Environmental Practices: Recycling - Scrap metal from fabrication and baghouse dust are recycled to the highest extent practical.",""
"97801LPPRT3700N","LIPPERT COMPONENTS INC - PLANT #27 (LCI INDUSTRIES)","3700 NW WESTGATE DR, PENDLETON,OR 97801","Nickel","332312: Fabricated Structural Metal Manufacturing","0","13.19","∞","Barriers to P2: Chromium is a constituent of steel and weld wire. Small pieces fall to the floor where they are swept up and put in the trash. No known substitutes.Barriers to P2: Chromium is a constituent of steel and weld wire. Small pieces fall to the floor where they are swept up and put in the trash. No known substitutes.",""
"43526DTRCH761WH","SABRE INDUSTRIES (NA)","761 W HIGH STREET, HICKSVILLE,OH 43526","Chromium","332312: Fabricated Structural Metal Manufacturing","0","2.57","∞","Other Environmental Practices: Recycling - Waste cut steel recycling through OmniSource",""
"3595WPRVDN65MUR","PROVIDENTIAL METALS (QUALICO STEEL CO INC)","65 MURRAY CIR, ASHVILLE,AL 35953","Chromium","332312: Fabricated Structural Metal Manufacturing","0","1.00","∞","Other Environmental Practices: Recycling - Scrap metal from fabrication is recycled to the highest extent practical.",""
"49601RBRKS201HA","AAR MOBILITY SYSTEMS (AAR CORP)","201 HAYNES ST, CADILLAC,MI 49601","Lead","332311: Prefabricated Metal Building and Component Manufacturing","13.72","0","-100%","Source Reduction: W89: Other product modifications[-100%] - AAR may see production throughputs for aluminum go down which would impact the amount of aluminum that would be recycled and reclaimed which would impact the amount of lead in aluminum recycled. Methods to Identify SR Opportunities: T11 : OTHER - AAR may see production throughputs for aluminum go down which would impact the amount of aluminum that would be recycled and reclaimed which would impact the amount of lead in aluminum recycled.Methods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Industrial Pre-Treatment permit sampling in 2020 all monthly analysis discharge reports lead was non-detect. Keeping lead from being discharged in the Tanks process will keep the lead out of the discharge to the POTW   Barriers to P2: Tanks process etches aluminum, which is a source of lead in the IPP discharge analysis. AAR can not substitute aluminum for the articles currently being manufactured.Other Environmental Practices: Keeping lead from being discharged in the Tanks process will keep the lead out of the discharge to the POTWOther Environmental Practices: General Environmental Management - Provide environmental management in the Tanks process by cleaning sludges out of the processing tanks to keep lead out of the Tanks discharge.",""
"95330CBCST17ELU","CBC STEEL BUILDINGS LLC (NUCOR CORP)","1700 E LOUISE AVE, LATHROP,CA 95330","Manganese","332311: Prefabricated Metal Building and Component Manufacturing","6,178.67","2,992.72","-51.56%","Other Environmental Practices: Recycling - Any product unable to be sold is recycled as scrap.",""
"49601RBRKS201HA","AAR MOBILITY SYSTEMS (AAR CORP)","201 HAYNES ST, CADILLAC,MI 49601","Toluene","332311: Prefabricated Metal Building and Component Manufacturing","7,653.00","5,984.24","-21.81%","Source Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond[-15-24%] - Paints and adhesives containing toluene are disposed of that are beyond the manufactures shelf life. Methods to Identify SR Opportunities: T03 : MATERIALS BALANCE AUDITS - Implement a weekly audit of max. minimums in the paint storage area to avoid over buying of raw materials.   Other Environmental Practices: General Environmental Management - Assist in management of expired chemicals on-site.Source Reduction: Source Reduction - AAR could see a reduction for production of the 6E pallet that is a primary end use of adhesive containing Toluene. US Air Force is transitioning to the next gen 6E pallet that does not use adhesive as part of the bonding process.",""
"95330CBCST17ELU","CBC STEEL BUILDINGS LLC (NUCOR CORP)","1700 E LOUISE AVE, LATHROP,CA 95330","Lead","332311: Prefabricated Metal Building and Component Manufacturing","2.37","1.92","-18.98%","Other Environmental Practices: Recycling - Any product that cannot be sold is recycled.",""
"93279BLSCP744DE","BLUESCOPE BUILDINGS NA INC (BLUESCOPE STEEL N.A. INC)","7440 DOE AVE, VISALIA,CA 93291","Manganese","332311: Prefabricated Metal Building and Component Manufacturing","203.10","1,789.40","781.04%","Source Reduction: W19: Other changes in operating practicesSource Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond",""
"93279BLSCP744DE","BLUESCOPE BUILDINGS NA INC (BLUESCOPE STEEL N.A. INC)","7440 DOE AVE, VISALIA,CA 93291","Nickel","332311: Prefabricated Metal Building and Component Manufacturing","115.14","2,996.14","2502.17%","Source Reduction: W19: Other changes in operating practicesSource Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond",""
"93279BLSCP744DE","BLUESCOPE BUILDINGS NA INC (BLUESCOPE STEEL N.A. INC)","7440 DOE AVE, VISALIA,CA 93291","Chromium","332311: Prefabricated Metal Building and Component Manufacturing","38.18","3,421.97","8862.73%","Source Reduction: W19: Other changes in operating practicesSource Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond",""
"93279BLSCP744DE","BLUESCOPE BUILDINGS NA INC (BLUESCOPE STEEL N.A. INC)","7440 DOE AVE, VISALIA,CA 93291","Lead","332311: Prefabricated Metal Building and Component Manufacturing","0",".004","∞","Source Reduction: W19: Other changes in operating practicesSource Reduction: W21: Instituted procedures to ensure that materials do not stay in inventory beyond",""
"37644SNPNTSTATE","SNAP-ON TOOLS CO (SNAP-ON INC)","2195 STATE LINE RD, ELIZABETHTON,TN 37643","Manganese","332216: Saw Blade and Handtool Manufacturing","74.00","0","-100%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-0-4%]  Other Environmental Practices: Recycling - Recycling of chemical will continue to be done offsite.",""
"37644SNPNTSTATE","SNAP-ON TOOLS CO (SNAP-ON INC)","2195 STATE LINE RD, ELIZABETHTON,TN 37643","Lead","332216: Saw Blade and Handtool Manufacturing","221.21","62.26","-71.85%","Source Reduction: W19: Other changes in operating practices[-0-4%]  Other Environmental Practices: Recycling - Recycling of chemical will continue offsite.",""
"40065MRCNM1251H","STANLEY BLACK & DECKER (STANLEY BLACK & DECKER)","1251 HARRY LONG RD, SHELBYVILLE,KY 40065","Lead","332216: Saw Blade and Handtool Manufacturing",".08",".11","31.78%","Source Reduction: W15: Introduced an in-line product quality monitoring or other process analysis systemSource Reduction: W24: Instituted better labeling proceduresSource Reduction: W42: Substituted raw materials",""
"37644SNPNTSTATE","SNAP-ON TOOLS CO (SNAP-ON INC)","2195 STATE LINE RD, ELIZABETHTON,TN 37643","Chromium","332216: Saw Blade and Handtool Manufacturing","12,276.49","20,480.52","66.83%","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-0-4%]  Other Environmental Practices: Waste Treatment - Waste water treatment processes will be implemented for chemical at the facility.",""
"3562WSNPNT18771","SNAP-ON TOOLS ELKMONT MANUFACTURING (SNAP-ON INC)","18771 CARTERS CIR, ELKMONT,AL 35620","Chromium","332216: Saw Blade and Handtool Manufacturing","50.81","172.03","238.55%","Other Environmental Practices: Recycling - Recycling of chemical will continue to be done offsite.",""
"37644SNPNTSTATE","SNAP-ON TOOLS CO (SNAP-ON INC)","2195 STATE LINE RD, ELIZABETHTON,TN 37643","Nickel","332216: Saw Blade and Handtool Manufacturing","74,054.77","266,142.25","259.39%","Source Reduction: W51: Instituted recirculation within a process  Other Environmental Practices: Waste Treatment - Waste water treatment activities will be implemented to reduce offsite shipments.",""
