OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-VA,USGS Virginia Water Science Center,USGS-01634000,"N F SHENANDOAH RIVER NEAR STRASBURG, VA",Stream,,02070006,770,sq mi,,,38.97677590000000,-78.3361152000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,493.40,feet,.01,feet,Differentially corrected Global Positioning System.,NAVD88,US,51,187,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01645704,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",Stream,,02070008,5.49,sq mi,,,38.88469518000000,-77.3324293000000,24000,.1,seconds,Interpolated from MAP.,NAD83,288.1,feet,.1,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01645745,"LITTLE DIFFICULT RUN NEAR VIENNA, VA",Stream,,02070008,2.99,sq mi,,,38.90994444000000,-77.3377500000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,245.5,feet,.1,feet,Global Positioning System.,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01645762,"S F LITTLE DIFFICULT RUN ABOVE MOUTH NR VIENNA, VA",Stream,,02070008,2.71,sq mi,,,38.90888916000000,-77.3382627000000,24000,.1,seconds,Interpolated from MAP.,NAD83,275.16,feet,.14,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01646000,"DIFFICULT RUN NEAR GREAT FALLS, VA",Stream,,02070008,57.8,sq mi,,,38.97594346000000,-77.2458143900000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,150.94,feet,.13,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01646305,"DEAD RUN AT WHANN AVENUE NEAR MCLEAN, VA",Stream,,02070008,2.05,sq mi,,,38.95977716000000,-77.1756743000000,24000,.1,seconds,Interpolated from MAP.,NAD83,177.18,feet,.11,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01654000,"ACCOTINK CREEK NEAR ANNANDALE, VA",Stream,,02070010,23.9,sq mi,,,38.81289066000000,-77.2283158000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,190.6,feet,.08,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01654500,"LONG BRANCH NEAR ANNANDALE, VA",Stream,,02070010,3.72,sq mi,,,38.81094620000000,-77.2349827000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,190.64,feet,.11,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01656903,"FLATLICK BRANCH ABOVE FROG BRANCH AT CHANTILLY, VA",Stream,,02070010,4.20,sq mi,,,38.88238990000000,-77.4319047000000,24000,.1,seconds,Interpolated from MAP.,NAD83,256.8,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,51,059,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01658500,"S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA",Stream,,02070011,7.62,sq mi,,,38.58734270000000,-77.4285958000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,237.83,feet,.15,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,153,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01664000,"RAPPAHANNOCK RIVER AT REMINGTON, VA",Stream,,02080103,619,sq mi,,,38.53067996000000,-77.8136045000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,251.60,feet,.36,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,061,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01667500,"RAPIDAN RIVER NEAR CULPEPER, VA",Stream,,02080103,468,sq mi,,,38.35040774000000,-77.9749972000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,241.36,feet,.01,feet,Level or other surveyed method.,NGVD29,US,51,047,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01668000,"RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA",Stream,,02080104,1595,sq mi,,,38.30846178000000,-77.5291526800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,63.69,feet,0.1,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,177,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01669520,"DRAGON SWAMP AT MASCOT, VA",Stream,,02080102,109,sq mi,,,37.63375290000000,-76.6963468000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,21.60,feet,.01,feet,Level or other surveyed method.,NGVD29,US,51,097,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01671020,"NORTH ANNA RIVER AT HART CORNER NEAR DOSWELL, VA",Stream,,02080106,462,sq mi,,,37.85014024000000,-77.4277594900000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,43,feet,1,feet,Unknown.,NGVD29,US,51,085,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01673000,"PAMUNKEY RIVER NEAR HANOVER, VA",Stream,,02080106,1078,sq mi,,,37.76764189000000,-77.3322018000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,13.88,feet,.10,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,085,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01674000,"MATTAPONI RIVER NEAR BOWLING GREEN, VA",Stream,,02080105,256,sq mi,,,38.06180100000000,-77.3858142000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,84.33,feet,.14,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,033,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01674182,"POLECAT CREEK AT ROUTE 301 NEAR PENOLA, VA",Stream,,02080105,49.0,sq mi,,,37.96033330000000,-77.3434444000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,67.11,feet,.12,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,033,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-01674500,"MATTAPONI RIVER NEAR BEULAHVILLE, VA",Stream,,02080105,603,sq mi,,,37.88388889000000,-77.1652777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,11.47,feet,.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,101,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02024752,"JAMES RIVER AT BLUE RIDGE PKWY NR BIG ISLAND, VA",Stream,,02080203,3076,sq mi,,,37.55541524000000,-79.3672547000000,24000,1,seconds,Interpolated from MAP.,NAD83,600.80,feet,.01,feet,Level or other surveyed method.,NGVD29,US,51,009,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02034000,"RIVANNA RIVER AT PALMYRA, VA",Stream,,02080204,663,sq mi,,,37.85791920000000,-78.2658373000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,209.69,feet,.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,065,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02035000,"JAMES RIVER AT CARTERSVILLE, VA",Stream,,02080205,6252,sq mi,,,37.67097957000000,-78.0858328000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,167.1,feet,.1,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,075,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02037618,"JAMES RIVER AT BOULEVARD BRIDGE AT RICHMOND, VA",Stream,,02080205,6776,sq mi,,,37.53153577000000,-77.4833181000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,51,760,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02039500,"APPOMATTOX RIVER AT FARMVILLE, VA",Stream,,02080207,302,sq mi,,,37.30709650000000,-78.3886070000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,281.1,feet,.09,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,049,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02041650,"APPOMATTOX RIVER AT MATOACA, VA",Stream,,02080207,1342,sq mi,,,37.22515050000000,-77.4752630000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,68.30,feet,.01,feet,Level or other surveyed method.,NGVD29,US,51,041,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02042500,"CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE, VA",Stream,,02080206,251,sq mi,,,37.43625765000000,-77.0608027000000,24000,1,seconds,Interpolated from MAP.,NAD83,4.77,feet,.20,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,127,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02055379,"TINKER CREEK UPPER AT COLUMBIA ST AT ROANOKE, VA",Stream,,03010101,62.6,sq mi,,,37.31405556000000,-79.9324444000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,955.0,feet,.15,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,770,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-02055515,"LICK RUN AB NORFOLK SOUTHERN STP AT ROANOKE, VA",Stream,,03010101,7.59,sq mi,,,37.27213889000000,-79.9352778000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,51,770,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-0205551574,"LICK RUN BELOW 17TH STREET AT ROANOKE, VA",Stream,,03010101,10.8,sq mi,,,37.27866667000000,-79.9203056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,51,770,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-0205551614,"TINKER CREEK ABOVE GLADE CREEK AT ROANOKE, VA",Stream,,03010101,78.0,sq mi,,,37.27788889000000,-79.9093611000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,887.24,feet,.15,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,51,770,,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,USGS-371624079563600,"STORM DRAIN AT RAILSIDE LINEAR WALK AT ROANOKE, VA",Facility: Outfall,,03010101,,,,,37.27325000000000,-79.9433611000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,51,770,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-12031000,"CHEHALIS RIVER AT PORTER, WA",Stream,,17100103,1294,sq mi,,,46.93926375000000,-123.3143194000000,,1,seconds,Interpolated from MAP.,NAD83,0,feet,05,feet,Level or other surveyed method.,NAVD88,US,53,027,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-12061250,"VANCE CREEK ABOVE KIRKLAND CREEK NEAR POTLATCH, WA",Stream,,17110017,20.6,sq mi,,,47.32251389000000,-123.2860972000000,24000,1,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,0,feet,.01,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,53,045,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-12505450,"GRANGER DRAIN AT GRANGER, WA",Stream,,17030003,,,62.0,sq mi,46.34346299000000,-120.1869950000000,24000,1,seconds,Interpolated from MAP.,NAD83,720,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,077,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-12510500,"YAKIMA RIVER AT KIONA, WA",Stream,,17030003,5615,sq mi,,,46.25346748000000,-119.4780794000000,,1,seconds,Interpolated from MAP.,NAD83,454.41,feet,10,feet,Interpolated from topographic map.,NGVD29,US,53,005,,,,,,,,,NWIS
USGS-WA,USGS Washington Water Science Center,USGS-483414120220801,"METHOW RIVER BLW TRAIL BRIDGE NEAR MAZAMA, WA",Stream,,17020008,,,,,48.57058056000000,-120.3690389000000,24000,1,minutes,Interpolated from Digital MAP.,NAD83,2021,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,53,047,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04073468,"GREEN LAKE INLET AT CT HIGHWAY A NR GREEN LAKE, WI",Stream,,04030201,53.5,sq mi,,,43.82444444000000,-88.9266667000000,24000,1,seconds,Interpolated from MAP.,NAD83,789.91,feet,.01,feet,Level or other surveyed method.,NAVD88,US,55,047,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05425830,"MAUNESHA RIVER-QW SITE-NEAR SUN PRAIRIE, WI",Stream,,07090001,37.10,sq mi,,,43.21943746000000,-89.1348343000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05427900,"SIXMILE CREEK NEAR WAUNAKEE, WI",Stream,,07090002,41.10,sq mi,,,43.17471559000000,-89.4328968000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05427930,"DORN (SPRING) CREEK AT CT HIGHWAY M NR WAUNAKEE,WI",Stream,,07090002,12.6,sq mi,,,43.14027778000000,-89.4423056000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,839.77,feet,.02,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,55,025,,,,,,,,,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-05429280,"NINE SPRINGS CREEK AT MOORLAND RD NEAR MADISON, WI",Stream,,07090002,10.8,sq mi,,,43.03083087000000,-89.3473407000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,55,025,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01595300,"ABRAM CREEK AT OAKMONT, WV",Stream,,02070002,42.7,sq mi,,,39.36676569000000,-79.1789244900000,,Unknown,Unknown,Interpolated from MAP.,NAD83,1834.9,feet,.11,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,54,057,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01604500,"PATTERSON CREEK NEAR HEADSVILLE, WV",Stream,,02070002,221,sq mi,,,39.44314946000000,-78.8219649000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,624.79,feet,.2,feet,Global Positioning System.,NAVD88,US,54,057,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01608500,"SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD, WV",Stream,,02070001,1461,sq mi,,,39.44703879000000,-78.6541817000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,561.41,feet,.1,feet,Level or other surveyed method.,NAVD88,US,54,027,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01611500,"CACAPON RIVER NEAR GREAT CACAPON, WV",Stream,,02070003,675,sq mi,,,39.58231580000000,-78.3097312000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,456.60,feet,.1,feet,Global Positioning System.,NAVD88,US,54,065,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01613030,"WARM SPRINGS RUN NEAR BERKELEY SPRINGS, WV",Stream,,02070004,6.68,sq mi,,,39.64058330000000,-78.2189444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,545,feet,3.0,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,065,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01614000,"BACK CREEK NEAR JONES SPRINGS, WV",Stream,,02070004,235,sq mi,,,39.51204187000000,-78.0372224000000,,.5,seconds,Interpolated from MAP.,NAD83,416.42,feet,10,feet,Interpolated from topographic map.,NGVD29,US,54,003,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01616400,"MILL CREEK AT BUNKER HILL, WV",Stream,,02070004,21.0,sq mi,,,39.33462500000000,-78.0534361000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,552,feet,3.0,feet,Interpolated from Digital Elevation Model,NAVD88,US,54,003,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01616500,"OPEQUON CREEK NEAR MARTINSBURG, WV",Stream,,02070004,272,sq mi,,,39.42371047000000,-77.9386084000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,354.89,feet,.01,feet,Unknown.,NGVD29,US,54,003,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01618100,"ROCKYMARSH RUN AT SCRABBLE, WV",Stream,,02070004,16.0,sq mi,,,39.48308330000000,-77.8318333000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,362.06,feet,.1,feet,Level or other surveyed method.,NAVD88,US,54,037,,,,,,,,,NWIS
USGS-WV,USGS West Virginia Water Science Center,USGS-01636500,"SHENANDOAH RIVER AT MILLVILLE, WV",Stream,,02070007,3041,sq mi,,,39.28204576000000,-77.7891606000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,292.44,feet,.2,feet,Global Positioning System.,NAVD88,US,54,037,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06236100,"WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",Stream,,10080001,4390,sq mi,,,43.12897220000000,-108.2248333000000,24000,1,seconds,Interpolated from MAP.,NAD83,4775,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06253000,"FIVEMILE CREEK NEAR SHOSHONI, WY",Stream,,10080005,418,sq mi,285,sq mi,43.22191667000000,-108.2196944000000,24000,1,seconds,Interpolated from MAP.,NAD83,4750,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06258000,"MUDDY CREEK NEAR SHOSHONI, WY",Stream,,10080005,332,sq mi,,,43.28606920000000,-108.2756554000000,24000,10,seconds,Interpolated from MAP.,NAD83,4780,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,013,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06268600,"BIGHORN RIVER AT WORLAND, WY",Stream,,10080007,10810,sq mi,,,44.01467908000000,-107.9695392000000,24000,1,seconds,Interpolated from MAP.,NAD83,4038.50,feet,1,feet,Interpolated from topographic map.,NGVD29,US,56,043,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06279500,"BIGHORN RIVER AT KANE, WY",Stream,,10080010,15762,sq mi,15762,sq mi,44.75856618000000,-108.1814972000000,24000,1,seconds,Interpolated from MAP.,NAD83,3660,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,003,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06306000,"Tongue River near Acme, WY",Stream,,10090101,894,sq mi,,,44.94461110000000,-106.9422750000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,3522,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,033,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06324902,"Little Powder R above Cow Creek, near Gillette, WY",Stream,,10090208,,,,,44.55197220000000,-105.3946944000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,3873,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,005,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06364705,"Antelope Creek below Beckwith Cr, near Teckla, WY",Stream,,10120101,,,,,43.45342220000000,-105.1403694000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4387,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,009,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06375600,"LITTLE THUNDER CREEK NEAR HAMPSHIRE, WY",Stream,,10120103,234,sq mi,,,43.65472220000000,-104.9094444000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,4259,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,045,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06425900,"CABALLO CREEK AT MOUTH, NEAR PINEY, WY",Stream,,10120201,260,sq mi,,,44.07997827000000,-105.2669310000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,56,005,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-06637740,"SWEETWATER R AB ROCK CR, NR ATLANTIC CITY, WY",Stream,,10180006,354,sq mi,,,42.39329167000000,-108.6262194000000,24000,3,seconds,Interpolated from Digital MAP.,NAD83,7237,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,013,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-09188500,"GREEN RIVER AT WARREN BRIDGE, NEAR DANIEL, WY",Stream,,14040101,468,sq mi,,,43.01908330000000,-110.1188611000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7468.09,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,56,035,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-09192600,"GREEN RIVER NEAR BIG PINEY, WY",Stream,,14040101,1260,sq mi,,,42.57049915000000,-109.9501519000000,24000,1,seconds,Interpolated from MAP.,NAD83,6813,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,035,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-09198000,"PINE CREEK AT PINEDALE, WY",Stream,,14040102,118,sq mi,,,42.86633240000000,-109.8682089000000,24000,5,seconds,Interpolated from MAP.,NAD83,7162.34,feet,.01,feet,Level or other surveyed method.,NGVD29,US,56,035,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-09205000,"NEW FORK RIVER NEAR BIG PINEY, WY",Stream,,14040102,1230,sq mi,,,42.56716598000000,-109.9301510000000,24000,1,seconds,Interpolated from MAP.,NAD83,6800,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,035,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-09209400,"GREEN RIVER NEAR LA BARGE, WY",Stream,,14040101,3910,sq mi,,,42.19272157000000,-110.1632140000000,24000,1,seconds,Interpolated from MAP.,NAD83,6520,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,023,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-09258050,"Muddy Creek above Olson Draw, near Dad, WY",Stream,,14050004,126,sq mi,,,41.47833330000000,-107.6025000000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6835,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,007,,,,,,,,,NWIS
